================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=brightwhite, v=1, w=0, v*w=0
f=whiteteeth, v=1, w=0, v*w=0
f=teethon, v=1, w=0, v*w=0
f=bottomrow, v=1, w=0, v*w=0
f=row., v=1, w=0, v*w=0
f=withblond-hair, v=1, w=-7.74148351053689e-05, v*w=-7.74148351053689e-05
f=onthe, v=1, w=-0.005794763800904109, v*w=-0.005794763800904109
f=with, v=1, w=-0.006383332049242026, v*w=-0.006383332049242026
f=,green, v=1, w=-0.013580331765762118, v*w=-0.013580331765762118
f=eyes,, v=1, w=-0.01620792024306656, v*w=-0.01620792024306656
f=intohis, v=1, w=-0.017878968465219188, v*w=-0.017878968465219188
f=childwith, v=1, w=-0.018744888894269982, v*w=-0.018744888894269982
f=bottom, v=1, w=-0.020835135108807357, v*w=-0.020835135108807357
f=bright, v=1, w=-0.02540069415520952, v*w=-0.02540069415520952
f=youcan, v=1, w=-0.029120037228343068, v*w=-0.029120037228343068
f=t-shirthas, v=1, w=-0.031101881725116555, v*w=-0.031101881725116555
f=into, v=1, w=-0.039613789694069756, v*w=-0.039613789694069756
f=person, v=1, w=-0.03977039741342671, v*w=-0.03977039741342671
f=a, v=4, w=-0.011701712985154124, v*w=-0.0468068519406165
f=wrapped, v=1, w=-0.05483898535882754, v*w=-0.05483898535882754
f=ina, v=2, w=-0.02836247441381286, v*w=-0.05672494882762572
f=blond-hair, v=1, w=-0.05885665187228723, v*w=-0.05885665187228723
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=,, v=2, w=-0.030906925089610418, v*w=-0.061813850179220836
f=around, v=1, w=-0.0682810062163441, v*w=-0.0682810062163441
f=blond-hair,, v=1, w=-0.06941965931165021, v*w=-0.06941965931165021
f=you, v=1, w=-0.07952973321058456, v*w=-0.07952973321058456
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=thebottom, v=1, w=-0.08174161118964463, v*w=-0.08174161118964463
f=andhas, v=1, w=-0.0919347186075919, v*w=-0.0919347186075919
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=wearing, v=1, w=-0.09904468457939075, v*w=-0.09904468457939075
f=andis, v=1, w=-0.11220835443454036, v*w=-0.11220835443454036
f=handwrapped, v=1, w=-0.12643711268887156, v*w=-0.12643711268887156
f=see, v=1, w=-0.12805657136744572, v*w=-0.12805657136744572
f=Amale, v=1, w=-0.1281612610735077, v*w=-0.1281612610735077
f=amulticolored, v=1, w=-0.15332059028891606, v*w=-0.15332059028891606
f=green, v=1, w=-0.16016377833626688, v*w=-0.16016377833626688
f=arounda, v=1, w=-0.17449756398743588, v*w=-0.17449756398743588
f=multicolored, v=1, w=-0.17670963183853877, v*w=-0.17670963183853877
f=child, v=1, w=-0.1790044311036736, v*w=-0.1790044311036736
f=t-shirt, v=1, w=-0.19234827776990296, v*w=-0.19234827776990296
f=row, v=1, w=-0.24077052367480645, v*w=-0.24077052367480645
f=and, v=3, w=-0.11006926248016317, v*w=-0.3302077874404895
f=his, v=2, w=-0.3167251037002287, v*w=-0.6334502074004574
================================================================================
P: Two men holding their mouths open .
H: Two men with mouths agape .
label=1, predicted=1, correct
f=Twomen, v=3, w=0.11115270354877375, v*w=0.33345811064632125
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=open., v=1, w=0.10178361203778998, v*w=0.10178361203778998
f=open, v=1, w=0.08267606566878337, v*w=0.08267606566878337
f=mouths, v=2, w=0.03836554851272039, v*w=0.07673109702544079
f=holdingtheir, v=1, w=0.05791324079776325, v*w=0.05791324079776325
f=Two, v=2, w=0.02848858642827832, v*w=0.05697717285655664
f=theirmouths, v=1, w=0.03836554851272039, v*w=0.03836554851272039
f=agape, v=1, w=0, v*w=0
f=mouthsopen, v=1, w=0, v*w=0
f=withmouths, v=2, w=0, v*w=0
f=mouthsagape, v=2, w=0, v*w=0
f=agape., v=2, w=0, v*w=0
f=with, v=1, w=-0.006383332049242026, v*w=-0.006383332049242026
f=menholding, v=1, w=-0.03873189857733346, v*w=-0.03873189857733346
f=holding, v=1, w=-0.0432483710322315, v*w=-0.0432483710322315
f=their, v=1, w=-0.04873082102781623, v*w=-0.04873082102781623
f=men, v=2, w=-0.05285530959913151, v*w=-0.10571061919826302
f=menwith, v=2, w=-0.12808740392028328, v*w=-0.25617480784056657
================================================================================
P: A scientist with a checkered shirt on is looking into a microscope to learn more about the world .
H: A scientist is close to a scientific breakthrough .
label=0, predicted=0, correct
f=islooking, v=1, w=0.2961925840772526, v*w=0.2961925840772526
f=closeto, v=2, w=0.1317169139531199, v*w=0.2634338279062398
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=shirton, v=1, w=0.19172192839145866, v*w=0.19172192839145866
f=lookinginto, v=1, w=0.19072110184984525, v*w=0.19072110184984525
f=close, v=1, w=0.1681318388050659, v*w=0.1681318388050659
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=onis, v=1, w=0.07177604412776592, v*w=0.07177604412776592
f=more, v=1, w=0.06900038918755486, v*w=0.06900038918755486
f=looking, v=1, w=0.04034963893140338, v*w=0.04034963893140338
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=shirt, v=1, w=0.027588319442865928, v*w=0.027588319442865928
f=world., v=1, w=0.01424637218869558, v*w=0.01424637218869558
f=scientific, v=1, w=0, v*w=0
f=breakthrough, v=1, w=0, v*w=0
f=scientistwith, v=1, w=0, v*w=0
f=microscopeto, v=1, w=0, v*w=0
f=learnmore, v=1, w=0, v*w=0
f=moreabout, v=1, w=0, v*w=0
f=isclose, v=2, w=0, v*w=0
f=ascientific, v=2, w=0, v*w=0
f=scientificbreakthrough, v=2, w=0, v*w=0
f=breakthrough., v=2, w=0, v*w=0
f=witha, v=1, w=-0.004899999196392765, v*w=-0.004899999196392765
f=with, v=1, w=-0.006383332049242026, v*w=-0.006383332049242026
f=amicroscope, v=1, w=-0.019187920284461642, v*w=-0.019187920284461642
f=a, v=3, w=-0.011701712985154124, v*w=-0.03510513895546237
f=microscope, v=1, w=-0.03647207675424646, v*w=-0.03647207675424646
f=into, v=1, w=-0.039613789694069756, v*w=-0.039613789694069756
f=learn, v=1, w=-0.04632452676128528, v*w=-0.04632452676128528
f=checkered, v=1, w=-0.0638566667120413, v*w=-0.0638566667120413
f=theworld, v=1, w=-0.0737333088994034, v*w=-0.0737333088994034
f=tolearn, v=1, w=-0.09264905352257057, v*w=-0.09264905352257057
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=checkeredshirt, v=1, w=-0.0979977262077387, v*w=-0.0979977262077387
f=intoa, v=1, w=-0.1397965287325843, v*w=-0.1397965287325843
f=acheckered, v=1, w=-0.14229508086116652, v*w=-0.14229508086116652
f=is, v=2, w=-0.08022818723333007, v*w=-0.16045637446666014
f=world, v=1, w=-0.1616218441862698, v*w=-0.1616218441862698
f=scientist, v=2, w=-0.09177943965739041, v*w=-0.18355887931478082
f=scientistis, v=2, w=-0.14782820296262505, v*w=-0.2956564059252501
f=toa, v=2, w=-0.15097708026039403, v*w=-0.30195416052078805
f=aboutthe, v=1, w=-0.3603175512913591, v*w=-0.3603175512913591
f=about, v=1, w=-0.645704348715623, v*w=-0.645704348715623
f=to, v=2, w=-0.36246978574793587, v*w=-0.7249395714958717
f=Ascientist, v=3, w=-0.24547868338276746, v*w=-0.7364360501483024
================================================================================
P: A woman in a gray shirt working on papers at her desk .
H: Lady working in her desk tensely to completed the task
label=0, predicted=0, correct
f=desk, v=2, w=0.22856828042911106, v*w=0.45713656085822213
f=gray, v=1, w=0.2735417273457409, v*w=0.2735417273457409
f=Awoman, v=1, w=0.20751142896233452, v*w=0.20751142896233452
f=at, v=1, w=0.20611288115700632, v*w=0.20611288115700632
f=ather, v=1, w=0.1641611441383096, v*w=0.1641611441383096
f=Lady, v=1, w=0.13536004308422686, v*w=0.13536004308422686
f=., v=1, w=0.10187314115631267, v*w=0.10187314115631267
f=desk., v=1, w=0.07471492356455234, v*w=0.07471492356455234
f=agray, v=1, w=0.0689050414447041, v*w=0.0689050414447041
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=on, v=1, w=0.03874305830186252, v*w=0.03874305830186252
f=shirt, v=1, w=0.027588319442865928, v*w=0.027588319442865928
f=completed, v=1, w=0.01995479366142141, v*w=0.01995479366142141
f=tensely, v=1, w=0, v*w=0
f=onpapers, v=1, w=0, v*w=0
f=papersat, v=1, w=0, v*w=0
f=Ladyworking, v=2, w=0, v*w=0
f=desktensely, v=2, w=0, v*w=0
f=tenselyto, v=2, w=0, v*w=0
f=tocompleted, v=2, w=0, v*w=0
f=completedthe, v=2, w=0, v*w=0
f=a, v=1, w=-0.011701712985154124, v*w=-0.011701712985154124
f=workingon, v=1, w=-0.012033368120765794, v*w=-0.012033368120765794
f=herdesk, v=3, w=-0.0071775552449174764, v*w=-0.02153266573475243
f=thetask, v=2, w=-0.012325176908795464, v*w=-0.02465035381759093
f=ina, v=1, w=-0.02836247441381286, v*w=-0.02836247441381286
f=woman, v=1, w=-0.051859699847804995, v*w=-0.051859699847804995
f=womanin, v=1, w=-0.059237008712311065, v*w=-0.059237008712311065
f=task, v=1, w=-0.06549639881816466, v*w=-0.06549639881816466
f=workingin, v=2, w=-0.04226762114005423, v*w=-0.08453524228010846
f=the, v=1, w=-0.09770075227601209, v*w=-0.09770075227601209
f=shirtworking, v=1, w=-0.10066894487675769, v*w=-0.10066894487675769
f=papers, v=1, w=-0.10715302749945996, v*w=-0.10715302749945996
f=in, v=2, w=-0.06074218361209953, v*w=-0.12148436722419906
f=grayshirt, v=1, w=-0.17449506733733589, v*w=-0.17449506733733589
f=inher, v=2, w=-0.10335033167135045, v*w=-0.2067006633427009
f=her, v=2, w=-0.17168634507104907, v*w=-0.34337269014209815
f=to, v=1, w=-0.36246978574793587, v*w=-0.36246978574793587
f=working, v=2, w=-0.18716505775266545, v*w=-0.3743301155053309
================================================================================
P: A man in an apron sits at a table in front of a restaurant , while another man crosses the street with a purple gift bag and rolling luggage .
H: One person sits at a restaurant table while another pulls luggage across the street while holding a gift bag .
label=1, predicted=1, correct
f=sitsat, v=3, w=0.27076630530815404, v*w=0.8122989159244621
f=sits, v=2, w=0.38435253870554437, v*w=0.7687050774110887
f=thestreet, v=3, w=0.2095821570306053, v*w=0.6287464710918158
f=at, v=2, w=0.20611288115700632, v*w=0.41222576231401264
f=Oneperson, v=2, w=0.15460957122739327, v*w=0.30921914245478654
f=Aman, v=1, w=0.3015943159097625, v*w=0.3015943159097625
f=,while, v=1, w=0.28672285174734025, v*w=0.28672285174734025
f=table, v=2, w=0.12955995774716503, v*w=0.25911991549433006
f=bag., v=2, w=0.12388761679682542, v*w=0.24777523359365083
f=rolling, v=1, w=0.24328175712719852, v*w=0.24328175712719852
f=One, v=1, w=0.23731017279640768, v*w=0.23731017279640768
f=tablein, v=1, w=0.20642927672403125, v*w=0.20642927672403125
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=luggage., v=1, w=0.19557528375436153, v*w=0.19557528375436153
f=luggage, v=2, w=0.0914715926954666, v*w=0.1829431853909332
f=inan, v=1, w=0.17538018443349535, v*w=0.17538018443349535
f=tablewhile, v=2, w=0.08516546183223618, v*w=0.17033092366447236
f=streetwhile, v=2, w=0.08515610256047958, v*w=0.17031220512095915
f=arestaurant, v=3, w=0.054274530772460576, v*w=0.16282359231738172
f=crosses, v=1, w=0.16276551712008186, v*w=0.16276551712008186
f=pulls, v=1, w=0.1516293963915087, v*w=0.1516293963915087
f=acrossthe, v=2, w=0.07532343257018767, v*w=0.15064686514037534
f=infront, v=1, w=0.1351727252661133, v*w=0.1351727252661133
f=frontof, v=1, w=0.12182671192286125, v*w=0.12182671192286125
f=atable, v=1, w=0.1166972283136053, v*w=0.1166972283136053
f=crossesthe, v=1, w=0.09430115668361465, v*w=0.09430115668361465
f=bagand, v=1, w=0.09313425639171363, v*w=0.09313425639171363
f=apron, v=1, w=0.09066438781654232, v*w=0.09066438781654232
f=A, v=1, w=0.06456378224809095, v*w=0.06456378224809095
f=across, v=1, w=0.052630800267908937, v*w=0.052630800267908937
f=ofa, v=1, w=0.030120326391911135, v*w=0.030120326391911135
f=another, v=2, w=0.014262478022595323, v*w=0.028524956045190647
f=purple, v=1, w=0.01993885729604973, v*w=0.01993885729604973
f=personsits, v=2, w=0.009619297063874854, v*w=0.019238594127749708
f=manin, v=1, w=0.010674032570895168, v*w=0.010674032570895168
f=apronsits, v=1, w=0, v*w=0
f=mancrosses, v=1, w=0, v*w=0
f=purplegift, v=1, w=0, v*w=0
f=giftbag, v=3, w=0, v*w=0
f=androlling, v=1, w=0, v*w=0
f=rollingluggage, v=1, w=0, v*w=0
f=anotherpulls, v=2, w=0, v*w=0
f=pullsluggage, v=2, w=0, v*w=0
f=luggageacross, v=2, w=0, v*w=0
f=witha, v=1, w=-0.004899999196392765, v*w=-0.004899999196392765
f=apurple, v=1, w=-0.006039997989817471, v*w=-0.006039997989817471
f=with, v=1, w=-0.006383332049242026, v*w=-0.006383332049242026
f=restaurant,, v=1, w=-0.021174362219843167, v*w=-0.021174362219843167
f=street, v=2, w=-0.01097340605250252, v*w=-0.02194681210500504
f=an, v=1, w=-0.02926836810441059, v*w=-0.02926836810441059
f=,, v=1, w=-0.030906925089610418, v*w=-0.030906925089610418
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=restauranttable, v=2, w=-0.01930851780214686, v*w=-0.03861703560429372
f=person, v=1, w=-0.03977039741342671, v*w=-0.03977039741342671
f=holding, v=1, w=-0.0432483710322315, v*w=-0.0432483710322315
f=a, v=5, w=-0.011701712985154124, v*w=-0.058508564925770626
f=anapron, v=1, w=-0.059926948236362076, v*w=-0.059926948236362076
f=while, v=3, w=-0.023261112306160812, v*w=-0.06978333691848243
f=and, v=1, w=-0.11006926248016317, v*w=-0.11006926248016317
f=holdinga, v=2, w=-0.05977342172895386, v*w=-0.11954684345790773
f=in, v=2, w=-0.06074218361209953, v*w=-0.12148436722419906
f=front, v=1, w=-0.15314372579521288, v*w=-0.15314372579521288
f=gift, v=2, w=-0.09113553314881553, v*w=-0.18227106629763107
f=anotherman, v=1, w=-0.19036932836728288, v*w=-0.19036932836728288
f=the, v=2, w=-0.09770075227601209, v*w=-0.19540150455202418
f=streetwith, v=1, w=-0.21048407579908338, v*w=-0.21048407579908338
f=man, v=2, w=-0.12614135358548834, v*w=-0.25228270717097667
f=restaurant, v=2, w=-0.16417340956986523, v*w=-0.32834681913973046
f=bag, v=2, w=-0.1918447774068668, v*w=-0.3836895548137336
f=agift, v=2, w=-0.23000035973884222, v*w=-0.46000071947768445
f=whileholding, v=2, w=-0.23708085408132093, v*w=-0.47416170816264186
f=whileanother, v=3, w=-0.16635556876467814, v*w=-0.4990667062940344
f=ata, v=3, w=-0.28606424431022354, v*w=-0.8581927329306707
================================================================================
P: A policeman is directing a crowd of people walking .
H: A policeman is keeping people away from a crime scene .
label=0, predicted=0, correct
f=walking., v=1, w=0.617341412149896, v*w=0.617341412149896
f=Apoliceman, v=3, w=0.1451119513935397, v*w=0.43533585418061904
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=keepingpeople, v=2, w=0.08016189495978632, v*w=0.16032378991957263
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=policeman, v=2, w=0.05506532225997281, v*w=0.11013064451994561
f=people, v=2, w=0.03458208307987226, v*w=0.06916416615974452
f=crowdof, v=1, w=0.05958162552314486, v*w=0.05958162552314486
f=isdirecting, v=1, w=0, v*w=0
f=directinga, v=1, w=0, v*w=0
f=peopleaway, v=2, w=0, v*w=0
f=scene, v=1, w=-0.0010289640242484494, v*w=-0.0010289640242484494
f=crowd, v=1, w=-0.006253771726401128, v*w=-0.006253771726401128
f=a, v=2, w=-0.011701712985154124, v*w=-0.02340342597030825
f=of, v=1, w=-0.03501471429522005, v*w=-0.03501471429522005
f=ofpeople, v=1, w=-0.03827615114919907, v*w=-0.03827615114919907
f=keeping, v=1, w=-0.04043353268966101, v*w=-0.04043353268966101
f=directing, v=1, w=-0.04362557389816893, v*w=-0.04362557389816893
f=awayfrom, v=2, w=-0.02792920133252925, v*w=-0.0558584026650585
f=crime, v=1, w=-0.07101999535643212, v*w=-0.07101999535643212
f=walking, v=1, w=-0.07454392484561341, v*w=-0.07454392484561341
f=from, v=1, w=-0.07834575869028018, v*w=-0.07834575869028018
f=acrowd, v=1, w=-0.10234430457820987, v*w=-0.10234430457820987
f=iskeeping, v=2, w=-0.0742717574759768, v*w=-0.1485435149519536
f=is, v=2, w=-0.08022818723333007, v*w=-0.16045637446666014
f=away, v=1, w=-0.17472631103241726, v*w=-0.17472631103241726
f=scene., v=2, w=-0.09023529373160598, v*w=-0.18047058746321196
f=froma, v=2, w=-0.10579142208868832, v*w=-0.21158284417737663
f=peoplewalking, v=1, w=-0.24059916456774977, v*w=-0.24059916456774977
f=acrime, v=2, w=-0.14203999071286424, v*w=-0.2840799814257285
f=crimescene, v=2, w=-0.14203999071286424, v*w=-0.2840799814257285
f=policemanis, v=3, w=-0.1269764392573157, v*w=-0.38092931777194705
================================================================================
P: A woman in a dress talking on the phone while holding a dog leash .
H: A woman is talking to a friend on the phone .
label=0, predicted=0, correct
f=Awoman, v=3, w=0.20751142896233452, v*w=0.6225342868870035
f=talkingto, v=2, w=0.17773445155521006, v*w=0.3554689031104201
f=thephone, v=3, w=0.10224641919401861, v*w=0.30673925758205584
f=., v=2, w=0.10187314115631267, v*w=0.20374628231262534
f=leash, v=1, w=0.1342914178731679, v*w=0.1342914178731679
f=A, v=2, w=0.06456378224809095, v*w=0.1291275644961819
f=phonewhile, v=1, w=0.11277230409280949, v*w=0.11277230409280949
f=on, v=2, w=0.03874305830186252, v*w=0.07748611660372504
f=dog, v=1, w=0.03749181383723189, v*w=0.03749181383723189
f=istalking, v=2, w=0.01378291496780346, v*w=0.02756582993560692
f=leash., v=1, w=0.02625944813330834, v*w=0.02625944813330834
f=adress, v=1, w=0.025433483925673978, v*w=0.025433483925673978
f=dress, v=1, w=0.0235185713390277, v*w=0.0235185713390277
f=dogleash, v=1, w=0.023489079758301636, v*w=0.023489079758301636
f=talking, v=2, w=0.0012384454355238621, v*w=0.0024768908710477242
f=dresstalking, v=1, w=0, v*w=0
f=onthe, v=3, w=-0.005794763800904109, v*w=-0.01738429140271233
f=while, v=1, w=-0.023261112306160812, v*w=-0.023261112306160812
f=friendon, v=2, w=-0.013125875652460092, v*w=-0.026251751304920183
f=ina, v=1, w=-0.02836247441381286, v*w=-0.02836247441381286
f=a, v=3, w=-0.011701712985154124, v*w=-0.03510513895546237
f=holding, v=1, w=-0.0432483710322315, v*w=-0.0432483710322315
f=womanin, v=1, w=-0.059237008712311065, v*w=-0.059237008712311065
f=holdinga, v=1, w=-0.05977342172895386, v*w=-0.05977342172895386
f=in, v=1, w=-0.06074218361209953, v*w=-0.06074218361209953
f=phone., v=2, w=-0.03247182305711906, v*w=-0.06494364611423813
f=adog, v=1, w=-0.06681277302022864, v*w=-0.06681277302022864
f=is, v=1, w=-0.08022818723333007, v*w=-0.08022818723333007
f=woman, v=2, w=-0.051859699847804995, v*w=-0.10371939969560999
f=talkingon, v=1, w=-0.13428523744075335, v*w=-0.13428523744075335
f=the, v=2, w=-0.09770075227601209, v*w=-0.19540150455202418
f=whileholding, v=1, w=-0.23708085408132093, v*w=-0.23708085408132093
f=toa, v=2, w=-0.15097708026039403, v*w=-0.30195416052078805
f=friend, v=1, w=-0.3390731150924973, v*w=-0.3390731150924973
f=to, v=1, w=-0.36246978574793587, v*w=-0.36246978574793587
f=phone, v=2, w=-0.20794072446691875, v*w=-0.4158814489338375
f=afriend, v=2, w=-0.21996778456741356, v*w=-0.4399355691348271
f=womanis, v=2, w=-0.22050858641768914, v*w=-0.4410171728353783
================================================================================
P: A child holds sparklers in the dark .
H: A child holds fireworks in the dark .
label=1, predicted=1, correct
f=thedark, v=3, w=0.38567721229578944, v*w=1.1570316368873683
f=Achild, v=3, w=0.244315990288394, v*w=0.732947970865182
